@relation pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S5.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S5.0-C12-L5

@attribute Px numeric
@attribute Py numeric
@attribute PDir {North,South,East,West,Stop}
@attribute DistanceToGhost1 numeric
@attribute DistanceToGhost2 numeric
@attribute DistanceToGhost3 numeric
@attribute DistanceToGhost4 numeric
@attribute North {0,1}
@attribute South {0,1}
@attribute West {0,1}
@attribute East {0,1}
@attribute Action {North,South,East,West,Stop}

@data
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
1,3,West,-1,-1,5,6,0,1,0,1,South
1,2,South,-1,-1,4,7,1,1,0,0,South
1,1,South,-1,-1,5,8,1,0,0,1,East
2,1,East,-1,-1,4,7,0,0,1,1,East
3,1,East,-1,-1,3,6,1,0,1,1,East
4,1,East,-1,-1,2,5,0,0,1,1,East
5,1,East,-1,-1,1,4,1,0,1,0,North
5,2,North,-1,-1,-1,3,1,1,0,0,North
5,3,North,-1,-1,-1,2,0,1,1,1,East
6,3,East,-1,-1,-1,1,0,0,1,1,East
15,3,East,16,13,13,13,1,0,1,1,North
15,4,North,15,12,12,13,1,1,0,0,North
15,5,North,14,11,10,12,0,1,0,1,East
16,5,East,16,13,12,10,0,0,1,1,East
17,5,East,17,15,14,11,0,0,1,1,East
18,5,East,18,15,14,12,1,0,1,0,North
18,6,North,16,14,14,11,1,1,0,0,North
18,7,North,15,13,13,9,1,1,0,0,North
18,8,North,13,13,12,9,0,1,1,1,West
17,8,West,12,13,12,7,0,0,1,1,West
16,8,West,11,11,10,7,0,0,1,1,West
15,8,West,9,9,9,9,1,0,1,1,North
15,9,North,7,9,8,8,1,1,0,0,North
15,10,North,5,7,7,7,1,1,0,0,North
15,11,North,5,5,7,5,0,1,0,1,East
16,11,East,5,7,7,4,0,0,1,1,East
17,11,East,7,9,7,4,0,0,1,1,East
18,11,East,9,11,9,6,0,0,1,1,East
19,11,East,11,11,11,6,1,0,1,1,North
19,12,North,11,10,11,6,1,1,0,0,North
19,13,North,11,9,9,6,1,1,1,0,North
19,14,North,9,8,7,5,1,1,0,0,North
19,15,North,7,8,6,4,1,1,0,1,North
19,16,North,6,9,5,4,1,1,0,0,North
19,17,North,6,9,7,6,0,1,1,0,West
18,17,West,6,9,7,6,0,0,1,1,West
17,17,West,4,9,5,6,0,0,1,1,West
16,17,West,2,7,5,5,0,0,1,1,West
15,17,West,2,7,3,3,1,0,1,1,West
14,17,West,1,5,3,3,0,1,1,1,West
13,17,West,-1,4,3,1,0,1,1,1,South
13,16,South,-1,4,3,-1,1,1,0,1,South
13,15,South,-1,3,1,-1,1,0,1,1,East
14,15,East,-1,3,-1,-1,1,0,1,1,North
14,16,North,-1,5,-1,-1,1,1,1,0,West
13,16,West,-1,4,-1,-1,1,1,0,1,South
13,15,South,-1,3,-1,-1,1,0,1,1,West
12,15,West,-1,1,-1,-1,0,0,1,1,West
15,3,East,16,13,12,14,1,0,1,1,North
15,4,North,14,13,11,13,1,1,0,0,North
15,5,North,12,13,10,12,0,1,0,1,East
16,5,East,13,14,10,10,0,0,1,1,East
17,5,East,15,14,12,11,0,0,1,1,East
18,5,East,17,14,12,11,1,0,1,0,North
18,6,North,16,13,12,10,1,1,0,0,North
18,7,North,14,13,12,9,1,1,0,0,North
18,8,North,14,12,12,9,0,1,1,1,West
17,8,West,14,12,10,8,0,0,1,1,West
16,8,West,12,10,9,8,0,0,1,1,West
15,8,West,12,10,7,8,1,0,1,1,North
15,9,North,10,8,6,6,1,1,0,0,North
15,10,North,10,8,6,6,1,1,0,0,North
15,11,North,8,6,4,5,0,1,0,1,East
16,11,East,10,8,5,7,0,0,1,1,East
17,11,East,11,10,7,9,0,0,1,1,East
18,11,East,11,11,9,11,0,0,1,1,East
19,11,East,12,11,11,11,1,0,1,1,North
19,12,North,12,10,11,9,1,1,0,0,North
19,13,North,11,10,11,9,1,1,1,0,North
19,14,North,9,8,9,8,1,1,0,0,North
19,15,North,7,6,7,7,1,1,0,1,North
19,16,North,9,6,9,6,1,1,0,0,North
19,17,North,10,4,11,4,0,1,1,0,West
18,17,West,10,2,9,3,0,0,1,1,West
17,17,West,8,-1,9,1,0,0,1,1,West
16,17,West,8,-1,8,-1,0,0,1,1,West
15,17,West,6,-1,7,-1,1,0,1,1,West
14,17,West,5,-1,6,-1,0,1,1,1,South
14,16,South,4,-1,4,-1,1,1,1,0,South
14,15,South,2,-1,3,-1,1,0,1,1,West
13,15,West,1,-1,3,-1,1,0,1,1,West
12,15,West,-1,-1,1,-1,0,0,1,1,West
15,3,East,17,15,14,13,1,0,1,1,North
15,4,North,15,13,14,11,1,1,0,0,North
15,5,North,14,13,12,10,0,1,0,1,East
16,5,East,15,13,14,12,0,0,1,1,East
17,5,East,15,13,14,14,0,0,1,1,East
18,5,East,15,13,16,14,1,0,1,0,North
18,6,North,13,13,15,13,1,1,0,0,North
18,7,North,12,13,15,13,1,1,0,0,North
18,8,North,11,11,14,13,0,1,1,1,West
17,8,West,9,11,12,11,0,0,1,1,West
16,8,West,8,10,11,9,0,0,1,1,West
15,8,West,8,8,10,8,1,0,1,1,North
15,9,North,8,8,8,8,1,1,0,0,North
15,10,North,6,7,8,8,1,1,0,0,North
15,11,North,6,5,8,8,0,1,0,1,East
16,11,East,4,6,9,9,0,0,1,1,East
17,11,East,6,6,11,11,0,0,1,1,East
18,11,East,8,6,11,12,0,0,1,1,East
19,11,East,10,6,11,13,1,0,1,1,North
19,12,North,9,6,9,12,1,1,0,0,North
19,13,North,9,6,8,11,1,1,1,0,North
19,14,North,9,6,8,10,1,1,0,0,North
19,15,North,8,4,6,9,1,1,0,1,North
19,16,North,7,4,4,10,1,1,0,0,North
19,17,North,6,6,3,10,0,1,1,0,West
18,17,West,5,5,3,9,0,0,1,1,West
17,17,West,4,4,3,8,0,0,1,1,West
16,17,West,3,4,3,7,0,0,1,1,West
15,17,West,3,2,2,6,1,0,1,1,West
14,17,West,3,4,-1,5,0,1,1,1,West
13,17,West,3,6,-1,5,0,1,1,1,West
12,17,West,3,7,-1,4,1,0,1,1,West
11,17,West,2,8,-1,3,0,0,1,1,West
10,17,West,1,8,-1,3,0,0,1,1,West
9,17,West,-1,9,-1,5,0,0,1,1,West
8,17,West,-1,9,-1,5,0,1,0,1,South
8,16,South,-1,7,-1,3,1,1,0,0,South
8,15,South,-1,6,-1,3,1,1,1,0,South
8,14,South,-1,8,-1,4,1,1,0,0,South
8,13,South,-1,8,-1,5,1,1,0,1,East
9,13,East,-1,6,-1,5,0,0,1,1,East
10,13,East,-1,6,-1,3,0,0,1,1,East
11,13,East,-1,4,-1,3,0,0,1,1,East
12,13,East,-1,4,-1,3,0,0,1,1,East
13,13,East,-1,4,-1,3,0,0,1,1,East
14,13,East,-1,2,-1,3,0,0,1,1,East
15,13,East,-1,4,-1,5,0,0,1,1,East
16,13,East,-1,4,-1,5,0,0,1,1,East
17,13,East,-1,5,-1,7,0,0,1,1,East
18,13,East,-1,6,-1,8,0,0,1,1,East
19,13,East,-1,6,-1,10,1,1,1,0,North
19,14,North,-1,4,-1,10,1,1,0,0,North
19,15,North,-1,3,-1,10,1,1,0,1,North
19,16,North,-1,3,-1,10,1,1,0,0,North
19,17,North,-1,4,-1,9,0,1,1,0,West
18,17,West,-1,3,-1,9,0,0,1,1,West
17,17,West,-1,3,-1,7,0,0,1,1,West
16,17,West,-1,2,-1,6,0,0,1,1,West
15,17,West,-1,2,-1,6,1,0,1,1,West
14,17,West,-1,3,-1,6,0,1,1,1,South
14,16,South,-1,3,-1,6,1,1,1,0,South
14,15,South,-1,3,-1,8,1,0,1,1,East
15,15,East,-1,1,-1,9,0,0,1,1,East
16,15,East,-1,-1,-1,9,0,0,1,1,East
17,15,East,-1,-1,-1,11,0,0,1,0,West
16,15,West,-1,-1,-1,10,0,0,1,1,West
15,15,West,-1,-1,-1,8,0,0,1,1,West
14,15,West,-1,-1,-1,6,1,0,1,1,North
14,16,North,-1,-1,-1,5,1,1,1,0,North
14,17,North,-1,-1,-1,4,0,1,1,1,West
13,17,West,-1,-1,-1,2,0,1,1,1,West
15,3,East,17,15,12,14,1,0,1,1,North
15,4,North,15,13,12,13,1,1,0,0,North
15,5,North,15,13,12,12,0,1,0,1,East
16,5,East,15,14,11,10,0,0,1,1,East
17,5,East,15,14,10,10,0,0,1,1,East
18,5,East,17,16,11,11,1,0,1,0,North
18,6,North,15,16,10,11,1,1,0,0,North
18,7,North,15,14,10,9,1,1,0,0,North
18,8,North,15,12,10,8,0,1,1,1,West
17,8,West,13,10,10,8,0,0,1,1,West
16,8,West,11,9,10,7,0,0,1,1,West
15,8,West,11,9,10,9,1,0,1,1,North
15,9,North,9,8,10,7,1,1,0,0,North
15,10,North,7,8,9,6,1,1,0,0,North
15,11,North,7,6,7,6,0,1,0,1,East
16,11,East,8,6,8,4,0,0,1,1,East
17,11,East,9,8,8,5,0,0,1,1,East
18,11,East,11,8,10,5,0,0,1,1,East
19,11,East,13,8,10,7,1,0,1,1,North
19,12,North,11,8,8,5,1,1,0,0,North
19,13,North,10,8,8,4,1,1,1,0,North
19,14,North,8,8,8,3,1,1,0,0,North
19,15,North,7,6,7,3,1,1,0,1,North
19,16,North,7,6,5,3,1,1,0,0,North
19,17,North,7,5,5,5,0,1,1,0,West
18,17,West,7,5,5,4,0,0,1,1,West
17,17,West,5,5,5,3,0,0,1,1,West
16,17,West,4,4,4,3,0,0,1,1,West
15,17,West,3,3,3,3,1,0,1,1,West
14,17,West,2,3,3,3,0,1,1,1,South
14,16,South,2,1,4,1,1,1,1,0,West
13,16,West,2,-1,4,2,1,1,0,1,South
13,15,South,1,-1,4,1,1,0,1,1,East
14,15,East,-1,-1,4,-1,1,0,1,1,North
14,16,North,-1,-1,2,-1,1,1,1,0,North
14,17,North,-1,-1,2,-1,0,1,1,1,East
15,17,East,-1,-1,1,-1,1,0,1,1,North
15,3,East,17,15,14,13,1,0,1,1,North
15,4,North,15,14,14,11,1,1,0,0,North
15,5,North,14,14,12,11,0,1,0,1,East
16,5,East,14,15,14,12,0,0,1,1,East
17,5,East,16,17,16,14,0,0,1,1,East
18,5,East,17,17,18,16,1,0,1,0,North
18,6,North,16,17,17,14,1,1,0,0,North
18,7,North,16,17,16,12,1,1,0,0,North
18,8,North,15,15,14,11,0,1,1,1,West
17,8,West,14,15,14,10,0,0,1,1,West
16,8,West,13,14,12,10,0,0,1,1,West
15,8,West,11,12,12,8,1,0,1,1,North
15,9,North,11,12,11,7,1,1,0,0,North
15,10,North,10,10,10,7,1,1,0,0,North
15,11,North,8,10,9,6,0,1,0,1,East
16,11,East,10,10,9,8,0,0,1,1,East
17,11,East,10,11,11,10,0,0,1,1,East
18,11,East,10,13,12,11,0,0,1,1,East
19,11,East,10,14,12,13,1,0,1,1,North
19,12,North,10,14,10,11,1,1,0,0,North
19,13,North,8,14,8,10,1,1,1,0,North
19,14,North,6,12,8,10,1,1,0,0,North
19,15,North,6,11,6,9,1,1,0,1,North
19,16,North,6,11,6,10,1,1,0,0,North
19,17,North,6,9,6,11,0,1,1,0,West
18,17,West,6,8,6,10,0,0,1,1,West
17,17,West,5,6,5,8,0,0,1,1,West
16,17,West,5,6,5,8,0,0,1,1,West
15,17,West,4,4,4,7,1,0,1,1,West
14,17,West,4,4,2,5,0,1,1,1,South
14,16,South,4,4,2,4,1,1,1,0,West
13,16,West,4,4,2,4,1,1,0,1,North
13,17,North,4,2,-1,5,0,1,1,1,West
12,17,West,4,-1,-1,4,1,0,1,1,West
11,17,West,3,-1,-1,3,0,0,1,1,West
10,17,West,3,-1,-1,2,0,0,1,1,West
9,17,West,1,-1,-1,3,0,0,1,1,West
8,17,West,-1,-1,-1,4,0,1,0,1,South
8,16,South,-1,-1,-1,4,1,1,0,0,South
8,15,South,-1,-1,-1,3,1,1,1,0,South
8,14,South,-1,-1,-1,4,1,1,0,0,South
8,13,South,-1,-1,-1,4,1,1,0,1,East
9,13,East,-1,-1,-1,3,0,0,1,1,East
10,13,East,-1,-1,-1,2,0,0,1,1,East
11,13,East,-1,-1,-1,3,0,0,1,1,East
12,13,East,-1,-1,-1,3,0,0,1,1,East
13,13,East,-1,-1,-1,5,0,0,1,1,East
14,13,East,-1,-1,-1,5,0,0,1,1,East
15,13,East,-1,-1,-1,6,0,0,1,1,East
16,13,East,-1,-1,-1,8,0,0,1,1,East
17,13,East,-1,-1,-1,8,0,0,1,1,East
18,13,East,-1,-1,-1,10,0,0,1,1,East
19,13,East,-1,-1,-1,11,1,1,1,0,North
19,14,North,-1,-1,-1,9,1,1,0,0,North
19,15,North,-1,-1,-1,8,1,1,0,1,North
19,16,North,-1,-1,-1,10,1,1,0,0,North
19,17,North,-1,-1,-1,10,0,1,1,0,West
18,17,West,-1,-1,-1,9,0,0,1,1,West
17,17,West,-1,-1,-1,7,0,0,1,1,West
16,17,West,-1,-1,-1,6,0,0,1,1,West
15,17,West,-1,-1,-1,4,1,0,1,1,West
14,17,West,-1,-1,-1,2,0,1,1,1,South
14,16,South,-1,-1,-1,2,1,1,1,0,South
15,3,East,17,15,14,14,1,0,1,1,North
15,4,North,16,13,14,13,1,1,0,0,North
15,5,North,14,13,12,12,0,1,0,1,East
16,5,East,16,15,12,10,0,0,1,1,East
17,5,East,16,15,13,12,0,0,1,1,East
18,5,East,18,16,15,13,1,0,1,0,North
18,6,North,17,14,14,13,1,1,0,0,North
18,7,North,15,14,12,12,1,1,0,0,North
18,8,North,14,14,12,12,0,1,1,1,West
17,8,West,14,13,11,12,0,0,1,1,West
16,8,West,13,11,11,12,0,0,1,1,West
15,8,West,12,9,11,10,1,0,1,1,North
15,9,North,11,8,9,9,1,1,0,0,North
15,10,North,10,6,9,7,1,1,0,0,North
15,11,North,9,6,9,7,0,1,0,1,East
16,11,East,10,8,9,7,0,0,1,1,East
17,11,East,10,8,11,9,0,0,1,1,East
18,11,East,12,10,12,11,0,0,1,1,East
19,11,East,13,11,13,13,1,0,1,1,North
19,12,North,12,9,11,11,1,1,0,0,North
19,13,North,11,8,10,9,1,1,1,0,North
19,14,North,9,7,8,7,1,1,0,0,North
19,15,North,8,5,6,5,1,1,0,1,North
19,16,North,9,5,5,7,1,1,0,0,North
19,17,North,11,5,5,7,0,1,1,0,West
18,17,West,9,3,3,5,0,0,1,1,West
17,17,West,9,1,4,4,0,0,1,1,West
16,17,West,7,-1,5,2,0,0,1,1,West
15,17,West,6,-1,5,2,1,0,1,1,West
14,17,West,4,-1,7,2,0,1,1,1,South
14,16,South,2,-1,7,2,1,1,1,0,South
14,15,South,1,-1,7,2,1,0,1,1,West
13,15,West,-1,-1,8,-1,1,0,1,1,North
13,16,North,-1,-1,6,-1,1,1,0,1,North
13,17,North,-1,-1,4,-1,0,1,1,1,East
14,17,East,-1,-1,2,-1,0,1,1,1,East
15,3,East,17,14,12,14,1,0,1,1,North
15,4,North,15,14,12,13,1,1,0,0,North
15,5,North,14,14,11,12,0,1,0,1,East
16,5,East,16,14,11,10,0,0,1,1,East
17,5,East,17,14,11,11,0,0,1,1,East
18,5,East,17,16,13,12,1,0,1,0,North
18,6,North,15,15,12,11,1,1,0,0,North
18,7,North,13,14,12,11,1,1,0,0,North
18,8,North,13,14,10,10,0,1,1,1,West
17,8,West,12,12,8,9,0,0,1,1,West
16,8,West,12,10,7,7,0,0,1,1,West
15,8,West,11,9,8,8,1,0,1,1,North
15,9,North,10,9,7,8,1,1,0,0,North
15,10,North,9,7,5,7,1,1,0,0,North
15,11,North,7,7,4,6,0,1,0,1,East
16,11,East,9,7,6,5,0,0,1,1,East
17,11,East,11,9,8,5,0,0,1,1,East
18,11,East,12,11,10,5,0,0,1,1,East
19,11,East,12,11,11,7,1,0,1,1,North
19,12,North,11,11,9,6,1,1,0,0,North
19,13,North,10,10,9,6,1,1,1,0,North
19,14,North,9,10,7,4,1,1,0,0,North
19,15,North,9,10,5,2,1,1,0,1,North
19,16,North,10,10,5,3,1,1,0,0,North
19,17,North,11,9,7,4,0,1,1,0,West
18,17,West,10,7,6,4,0,0,1,1,West
17,17,West,8,7,4,4,0,0,1,1,West
16,17,West,8,6,2,3,0,0,1,1,West
15,17,West,6,6,2,2,1,0,1,1,West
14,17,West,6,5,2,2,0,1,1,1,South
14,16,South,4,5,2,-1,1,1,1,0,South
14,15,South,3,6,-1,-1,1,0,1,1,West
13,15,West,2,6,-1,-1,1,0,1,1,West
12,15,West,-1,5,-1,-1,0,0,1,1,West
11,15,West,-1,4,-1,-1,0,0,1,1,West
10,15,West,-1,2,-1,-1,0,0,0,1,East
11,15,East,-1,3,-1,-1,0,0,1,1,East
12,15,East,-1,3,-1,-1,0,0,1,1,East
13,15,East,-1,5,-1,-1,1,0,1,1,North
13,16,North,-1,4,-1,-1,1,1,0,1,North
13,17,North,-1,2,-1,-1,0,1,1,1,West
12,17,West,-1,2,-1,-1,1,0,1,1,West
15,3,East,17,15,14,13,1,0,1,1,North
15,4,North,15,13,14,11,1,1,0,0,North
15,5,North,13,12,13,11,0,1,0,1,East
16,5,East,13,13,14,12,0,0,1,1,East
17,5,East,15,14,16,13,0,0,1,1,East
18,5,East,16,16,17,15,1,0,1,0,North
18,6,North,15,15,15,15,1,1,0,0,North
18,7,North,15,15,13,14,1,1,0,0,North
18,8,North,13,14,13,12,0,1,1,1,West
17,8,West,13,12,11,12,0,0,1,1,West
16,8,West,11,12,9,12,0,0,1,1,West
15,8,West,11,10,8,12,1,0,1,1,North
15,9,North,11,9,7,10,1,1,0,0,North
15,10,North,10,8,7,9,1,1,0,0,North
15,11,North,9,8,6,9,0,1,0,1,East
16,11,East,9,10,7,9,0,0,1,1,East
17,11,East,11,10,9,9,0,0,1,1,East
18,11,East,11,10,10,10,0,0,1,1,East
19,11,East,13,11,11,12,1,0,1,1,North
19,12,North,11,10,9,11,1,1,0,0,North
19,13,North,10,10,9,11,1,1,1,0,North
19,14,North,8,10,7,10,1,1,0,0,North
19,15,North,7,8,7,8,1,1,0,1,North
19,16,North,9,9,7,8,1,1,0,0,North
19,17,North,9,10,7,8,0,1,1,0,West
18,17,West,8,10,5,8,0,0,1,1,West
17,17,West,7,8,3,7,0,0,1,1,West
16,17,West,5,7,1,6,0,0,1,1,West
15,17,West,4,7,-1,6,1,0,1,1,West
14,17,West,4,6,-1,6,0,1,1,1,South
14,16,South,4,5,-1,5,1,1,1,0,South
14,15,South,2,4,-1,3,1,0,1,1,West
13,15,West,1,3,-1,2,1,0,1,1,West
