@relation pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5

@attribute Px numeric
@attribute Py numeric
@attribute PDir {North,South,East,West,Stop}
@attribute DistanceToGhost1 numeric
@attribute DistanceToGhost2 numeric
@attribute DistanceToGhost3 numeric
@attribute DistanceToGhost4 numeric
@attribute North {0,1}
@attribute South {0,1}
@attribute West {0,1}
@attribute East {0,1}
@attribute Action {North,South,East,West,Stop}

@data
10,23,East,8,8,10,6,0,0,1,1,East
11,23,East,8,6,8,4,0,0,1,1,East
12,23,East,10,6,8,3,1,0,1,1,East
13,23,East,10,6,6,5,0,0,1,1,East
14,23,East,12,8,7,7,0,0,1,1,East
15,23,East,13,8,8,8,1,0,1,1,East
16,23,East,14,9,8,8,0,0,1,1,East
17,23,East,14,11,9,8,0,0,1,1,East
18,23,East,16,11,10,10,0,1,1,1,South
18,22,South,15,9,9,10,1,1,0,0,South
18,21,South,14,9,7,9,1,1,0,0,South
18,20,South,12,10,4,7,1,0,1,0,West
17,20,West,12,8,2,6,0,0,1,1,West
16,20,West,10,6,1,5,0,0,1,1,West
15,20,West,9,7,-1,3,0,1,0,1,South
15,19,South,7,6,-1,5,1,1,0,0,South
15,18,South,7,5,-1,5,1,1,0,0,South
15,17,South,5,5,-1,7,1,0,1,1,West
14,17,West,5,5,-1,6,0,1,1,1,West
13,17,West,3,5,-1,6,0,1,1,1,West
12,17,West,2,3,-1,6,1,0,1,1,West
11,17,West,3,3,-1,5,0,0,1,1,West
10,17,West,3,1,-1,3,0,0,1,1,West
9,17,West,5,-1,-1,3,0,0,1,1,West
8,17,West,5,-1,-1,4,0,1,0,1,East
9,17,East,4,-1,-1,4,0,0,1,1,East
10,17,East,3,-1,-1,4,0,0,1,1,East
11,17,East,3,-1,-1,4,0,0,1,1,East
12,17,East,3,-1,-1,5,1,0,1,1,East
13,17,East,3,-1,-1,7,0,1,1,1,South
13,16,South,1,-1,-1,8,1,1,0,1,South
13,15,South,1,-1,-1,11,1,0,1,1,North
13,16,North,-1,-1,-1,11,1,1,0,1,North
13,17,North,-1,-1,-1,9,0,1,1,1,West
12,17,West,-1,-1,-1,7,1,0,1,1,North
12,18,North,-1,-1,-1,7,1,1,0,0,North
12,19,North,-1,-1,-1,6,1,1,0,0,North
12,20,North,-1,-1,-1,6,0,1,1,0,West
11,20,West,-1,-1,-1,4,0,0,1,1,West
10,20,West,-1,-1,-1,4,0,0,1,1,West
9,20,West,-1,-1,-1,3,1,0,0,1,North
9,21,North,-1,-1,-1,2,1,1,0,0,North
9,22,North,-1,-1,-1,1,1,1,0,0,North
8,1,West,7,7,6,12,1,0,1,1,West
7,1,West,9,7,6,12,0,0,1,1,West
6,1,West,9,8,5,13,1,0,1,1,West
5,1,West,9,10,7,15,0,0,1,1,West
4,1,West,9,12,9,15,0,0,1,1,West
3,1,West,11,12,11,16,1,0,0,1,North
3,2,North,9,10,10,16,1,1,0,0,South
3,1,South,11,11,12,18,1,0,0,1,North
3,2,North,9,10,11,17,1,1,0,0,South
3,1,South,10,12,12,17,1,0,0,1,North
3,2,North,8,12,10,15,1,1,0,0,South
3,1,South,9,13,10,17,1,0,0,1,East
4,1,East,9,11,9,16,0,0,1,1,East
5,1,East,7,10,7,16,0,0,1,1,East
6,1,East,5,9,6,15,1,0,1,1,East
7,1,East,6,7,4,13,0,0,1,1,East
8,1,East,7,7,2,13,1,0,1,1,North
8,2,North,7,5,1,12,1,1,0,0,North
8,3,North,4,5,-1,11,0,1,0,1,East
9,3,East,4,5,-1,10,1,0,1,1,East
10,3,East,4,7,-1,10,0,0,1,1,East
11,3,East,4,8,-1,7,0,1,1,0,South
11,2,South,5,9,-1,7,1,1,0,0,South
11,1,South,5,10,-1,8,1,0,1,1,West
10,1,West,5,8,-1,9,0,0,1,1,West
9,1,West,5,8,-1,11,0,0,1,1,West
8,1,West,6,6,-1,12,1,0,1,1,West
7,1,West,8,7,-1,13,0,0,1,1,West
6,1,West,10,7,-1,13,1,0,1,1,West
5,1,West,11,7,-1,15,0,0,1,1,West
4,1,West,11,9,-1,17,0,0,1,1,East
5,1,East,9,7,-1,16,0,0,1,1,East
6,1,East,8,5,-1,15,1,0,1,1,East
7,1,East,6,6,-1,13,0,0,1,1,East
8,1,East,4,6,-1,13,1,0,1,1,East
9,1,East,6,7,-1,12,0,0,1,1,East
10,1,East,7,7,-1,12,0,0,1,1,West
9,1,West,7,7,-1,14,0,0,1,1,West
8,1,West,7,7,-1,14,1,0,1,1,West
7,1,West,7,6,-1,16,0,0,1,1,West
6,1,West,7,5,-1,16,1,0,1,1,West
5,1,West,7,6,-1,17,0,0,1,1,West
4,1,West,9,6,-1,17,0,0,1,1,West
3,1,West,9,10,-1,-1,1,0,0,1,East
4,1,East,7,8,-1,12,0,0,1,1,East
5,1,East,5,6,-1,12,0,0,1,1,East
6,1,East,5,6,-1,11,1,0,1,1,East
7,1,East,6,4,-1,9,0,0,1,1,East
8,1,East,8,5,-1,8,1,0,1,1,East
9,1,East,8,7,-1,7,0,0,1,1,East
10,1,East,8,7,-1,-1,0,0,1,1,East
11,1,East,10,9,-1,-1,1,0,1,1,East
12,1,East,10,9,-1,-1,0,0,1,1,East
13,1,East,8,-1,-1,-1,1,0,1,0,North
13,2,North,6,-1,-1,-1,1,1,0,0,North
13,3,North,5,-1,-1,-1,1,1,0,0,North
13,4,North,4,-1,-1,-1,1,1,0,0,North
13,5,North,2,-1,-1,-1,1,1,0,1,North
13,6,North,4,-1,-1,-1,1,1,0,0,North
13,7,North,5,15,7,-1,0,1,1,0,South
13,6,South,5,-1,-1,-1,1,1,0,0,South
13,5,South,4,-1,-1,-1,1,1,0,1,South
13,4,South,4,-1,-1,-1,1,1,0,0,South
13,3,South,6,-1,-1,-1,1,1,0,0,South
13,2,South,8,-1,-1,-1,1,1,0,0,South
13,1,South,10,8,-1,-1,1,0,1,0,North
13,2,North,9,7,10,-1,1,1,0,0,North
13,3,North,8,-1,11,-1,1,1,0,0,North
13,4,North,6,-1,11,-1,1,1,0,0,South
13,3,South,8,-1,11,-1,1,1,0,0,South
13,2,South,8,-1,-1,-1,1,1,0,0,South
13,1,South,7,-1,-1,6,1,0,1,0,West
12,1,West,7,-1,-1,-1,0,0,1,1,West
11,1,West,6,6,-1,8,1,0,1,1,West
10,1,West,6,-1,-1,10,0,0,1,1,West
9,1,West,6,-1,7,11,0,0,1,1,West
8,1,West,8,-1,6,12,1,0,1,1,West
7,1,West,10,-1,6,13,0,0,1,1,West
6,1,West,11,-1,4,14,1,0,1,1,North
6,2,North,10,-1,3,14,1,1,0,0,North
6,3,North,9,-1,1,13,1,1,1,0,North
6,4,North,7,-1,3,12,1,1,0,0,North
6,5,North,7,6,5,14,1,1,1,1,West
5,5,West,7,4,3,15,0,0,1,1,West
4,5,West,7,4,2,17,1,0,1,1,West
3,5,West,9,3,2,17,0,1,1,1,West
2,5,West,9,-1,4,19,0,0,1,1,East
3,5,East,9,-1,-1,18,0,1,1,1,East
4,5,East,8,-1,-1,16,1,0,1,1,East
5,5,East,6,-1,-1,15,0,0,1,1,East
6,5,East,5,-1,-1,15,1,1,1,1,South
6,4,South,6,-1,-1,-1,1,1,0,0,South
6,3,South,8,-1,-1,-1,1,1,1,0,South
6,2,South,10,-1,-1,12,1,1,0,0,South
6,1,South,11,-1,-1,13,1,0,1,1,West
5,1,West,11,3,-1,14,0,0,1,1,West
4,1,West,11,2,-1,-1,0,0,1,1,West
3,1,West,11,-1,-1,-1,1,0,0,1,North
3,2,North,9,-1,-1,-1,1,1,0,0,North
3,3,North,9,1,1,-1,1,1,0,1,North
3,4,North,9,1,2,-1,1,1,0,0,North
3,5,North,10,-1,3,-1,0,1,1,1,West
2,5,West,11,-1,-1,-1,0,0,1,1,East
3,5,East,10,-1,-1,-1,0,1,1,1,East
4,5,East,8,-1,-1,-1,1,0,1,1,East
5,5,East,6,5,-1,16,0,0,1,1,East
6,5,East,4,6,-1,15,1,1,1,1,East
7,5,East,4,6,-1,-1,0,0,1,1,West
6,5,West,6,4,-1,-1,1,1,1,1,West
5,5,West,6,2,-1,16,0,0,1,1,West
4,5,West,7,2,-1,-1,1,0,1,1,West
3,5,West,8,-1,3,-1,0,1,1,1,West
2,5,West,8,-1,4,-1,0,0,1,1,West
1,5,West,8,-1,-1,-1,1,1,0,1,East
2,5,East,8,-1,-1,-1,0,0,1,1,East
3,5,East,6,-1,-1,-1,0,1,1,1,East
4,5,East,6,-1,-1,-1,1,0,1,1,East
5,5,East,4,-1,-1,-1,0,0,1,1,East
6,5,East,4,-1,-1,15,1,1,1,1,East
7,5,East,2,-1,-1,13,0,0,1,1,East
8,5,East,2,-1,-1,11,0,0,1,1,East
9,5,East,-1,-1,6,11,1,1,1,1,East
10,5,East,12,-1,-1,10,1,0,1,1,East
11,5,East,13,8,-1,10,0,0,1,0,West
10,5,West,-1,7,-1,10,1,0,1,1,West
9,5,West,-1,7,-1,12,1,1,1,1,West
8,5,West,10,6,5,13,0,0,1,1,West
7,5,West,-1,5,3,14,0,0,1,1,West
6,5,West,8,4,1,-1,1,1,1,1,West
5,5,West,7,2,2,-1,0,0,1,1,West
4,5,West,5,2,3,-1,1,0,1,1,North
4,6,North,5,3,4,18,1,1,0,0,North
4,7,North,4,4,5,-1,0,1,1,0,South
4,6,South,3,4,3,-1,1,1,0,0,South
4,5,South,1,4,3,17,1,0,1,1,East
5,5,East,3,5,3,-1,0,0,1,1,East
6,5,East,3,6,3,-1,1,1,1,1,East
7,5,East,4,6,3,-1,0,0,1,1,East
8,5,East,6,6,3,-1,0,0,1,1,East
9,5,East,8,7,3,-1,1,1,1,1,North
9,6,North,9,7,3,-1,1,1,0,1,North
9,7,North,-1,10,4,-1,0,1,1,1,East
10,7,East,14,10,5,-1,0,1,1,1,East
11,7,East,14,11,5,-1,0,0,1,1,East
12,7,East,16,12,7,-1,0,0,1,1,East
13,7,East,16,12,8,-1,0,1,1,0,South
13,6,South,16,12,8,-1,1,1,0,0,South
13,5,South,-1,13,8,-1,1,1,0,1,South
13,4,South,14,15,10,-1,1,1,0,0,South
13,3,South,12,15,12,-1,1,1,0,0,South
13,2,South,12,16,13,-1,1,1,0,0,South
13,1,South,13,17,14,-1,1,0,1,0,North
13,2,North,-1,15,12,-1,1,1,0,0,North
13,3,North,-1,14,12,-1,1,1,0,0,North
13,4,North,14,12,11,7,1,1,0,0,North
13,5,North,-1,12,10,7,1,1,0,1,North
13,6,North,-1,13,12,9,1,1,0,0,North
13,7,North,-1,17,-1,9,0,1,1,0,South
13,6,South,-1,-1,-1,7,1,1,0,0,South
13,5,South,15,-1,-1,6,1,1,0,1,South
13,4,South,-1,14,-1,6,1,1,0,0,South
13,3,South,-1,12,-1,6,1,1,0,0,South
13,2,South,12,13,-1,-1,1,1,0,0,South
13,1,South,-1,13,-1,-1,1,0,1,0,North
13,2,North,12,-1,-1,-1,1,1,0,0,North
13,3,North,13,-1,-1,-1,1,1,0,0,North
13,4,North,13,-1,-1,-1,1,1,0,0,North
13,5,North,15,15,-1,-1,1,1,0,1,North
13,6,North,-1,16,-1,-1,1,1,0,0,North
13,7,North,14,17,-1,7,0,1,1,0,South
13,6,South,12,15,-1,6,1,1,0,0,South
13,5,South,12,14,-1,5,1,1,0,1,South
13,4,South,13,12,-1,3,1,1,0,0,South
13,3,South,14,12,-1,3,1,1,0,0,South
13,2,South,16,14,5,-1,1,1,0,0,South
13,1,South,16,16,-1,-1,1,0,1,0,North
13,2,North,15,14,-1,-1,1,1,0,0,North
13,3,North,13,14,-1,-1,1,1,0,0,North
13,4,North,12,14,-1,-1,1,1,0,0,South
13,3,South,14,14,-1,-1,1,1,0,0,South
13,2,South,14,14,-1,2,1,1,0,0,South
13,1,South,14,16,-1,-1,1,0,1,0,North
13,2,North,13,14,-1,-1,1,1,0,0,North
13,3,North,11,13,-1,-1,1,1,0,0,North
13,4,North,10,11,-1,-1,1,1,0,0,North
13,5,North,10,11,-1,-1,1,1,0,1,North
13,6,North,10,11,-1,-1,1,1,0,0,North
13,7,North,12,10,-1,-1,0,1,1,0,South
13,6,South,12,10,-1,-1,1,1,0,0,South
13,5,South,12,12,-1,-1,1,1,0,1,South
13,4,South,13,12,7,-1,1,1,0,0,South
13,3,South,13,13,-1,-1,1,1,0,0,South
13,2,South,14,13,5,-1,1,1,0,0,South
13,1,South,18,14,-1,3,1,0,1,0,North
13,2,North,16,12,7,-1,1,1,0,0,North
13,3,North,15,12,-1,3,1,1,0,0,North
13,4,North,13,11,-1,-1,1,1,0,0,North
13,5,North,13,11,-1,5,1,1,0,1,East
14,5,East,13,13,11,3,0,0,1,1,East
15,5,East,14,15,-1,3,1,0,1,1,East
16,5,East,15,16,-1,1,0,1,1,1,South
8,1,West,4,6,7,15,1,0,1,1,West
7,1,West,5,7,8,16,0,0,1,1,West
6,1,West,6,8,9,17,1,0,1,1,West
5,1,West,7,9,10,18,0,0,1,1,West
4,1,West,8,10,11,19,0,0,1,1,West
3,1,West,9,11,12,20,1,0,0,1,North
3,2,North,8,10,11,19,1,1,0,0,North
3,3,North,7,9,10,18,1,1,0,1,North
3,4,North,6,8,9,17,1,1,0,0,North
3,5,North,5,7,8,16,0,1,1,1,East
4,5,East,4,6,7,15,1,0,1,1,East
5,5,East,3,5,6,14,0,0,1,1,East
6,5,East,2,4,5,13,1,1,1,1,East
7,5,East,1,3,4,12,0,0,1,1,East
8,5,East,-1,2,3,11,0,0,1,1,East
9,5,East,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,West
9,5,West,-1,-1,-1,10,1,1,1,1,West
8,5,West,-1,-1,-1,11,0,0,1,1,West
7,5,West,-1,-1,-1,12,0,0,1,1,West
6,5,West,-1,-1,-1,13,1,1,1,1,West
5,5,West,-1,-1,-1,14,0,0,1,1,West
4,5,West,-1,-1,-1,15,1,0,1,1,West
3,5,West,-1,-1,-1,16,0,1,1,1,West
2,5,West,-1,-1,-1,17,0,0,1,1,West
1,5,West,-1,-1,-1,18,1,1,0,1,East
2,5,East,-1,-1,-1,17,0,0,1,1,East
3,5,East,-1,-1,-1,16,0,1,1,1,East
4,5,East,-1,-1,-1,15,1,0,1,1,East
5,5,East,-1,-1,-1,14,0,0,1,1,East
6,5,East,-1,-1,-1,13,1,1,1,1,East
7,5,East,-1,-1,-1,12,0,0,1,1,East
8,5,East,-1,-1,-1,11,0,0,1,1,East
9,5,East,-1,-1,-1,10,1,1,1,1,East
10,5,East,-1,-1,-1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,West
9,5,West,-1,-1,-1,10,1,1,1,1,West
8,5,West,-1,-1,-1,11,0,0,1,1,West
7,5,West,-1,-1,-1,12,0,0,1,1,West
6,5,West,-1,-1,-1,13,1,1,1,1,North
6,6,North,-1,-1,-1,12,1,1,0,0,North
6,7,North,-1,-1,-1,11,0,1,0,1,East
7,7,East,-1,-1,-1,10,0,0,1,1,East
8,7,East,-1,-1,-1,9,0,0,1,1,East
9,7,East,-1,-1,-1,8,0,1,1,1,East
10,7,East,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,South
13,4,South,-1,-1,-1,7,1,1,0,0,South
13,3,South,-1,-1,-1,8,1,1,0,0,South
13,2,South,-1,-1,-1,9,1,1,0,0,South
13,1,South,-1,-1,-1,10,1,0,1,0,North
13,2,North,-1,-1,-1,9,1,1,0,0,North
13,3,North,-1,-1,-1,8,1,1,0,0,North
13,4,North,-1,-1,-1,7,1,1,0,0,North
13,5,North,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,East
16,5,East,-1,-1,-1,3,0,1,1,1,East
17,5,East,-1,-1,-1,2,0,0,1,1,East
18,5,East,-1,-1,-1,3,1,1,1,0,North
18,6,North,-1,-1,-1,2,1,1,0,0,North
18,7,North,-1,-1,-1,1,0,1,1,0,South
18,6,South,-1,-1,-1,2,1,1,0,0,South
18,5,South,-1,-1,-1,3,1,1,1,0,South
18,4,South,-1,-1,-1,4,1,1,0,0,South
18,3,South,-1,-1,-1,5,1,1,0,0,South
18,2,South,-1,-1,-1,6,1,1,0,0,South
18,1,South,-1,-1,-1,7,1,0,1,0,North
18,2,North,-1,-1,-1,6,1,1,0,0,North
18,3,North,-1,-1,-1,5,1,1,0,0,North
18,4,North,-1,-1,-1,4,1,1,0,0,North
18,5,North,-1,-1,-1,3,1,1,1,0,North
18,6,North,-1,-1,-1,2,1,1,0,0,North
18,7,North,-1,-1,-1,1,0,1,1,0,South
18,6,South,-1,-1,-1,2,1,1,0,0,South
18,5,South,-1,-1,-1,3,1,1,1,0,North
18,6,North,-1,-1,-1,2,1,1,0,0,South
18,5,South,-1,-1,-1,3,1,1,1,0,South
18,4,South,-1,-1,-1,4,1,1,0,0,South
18,3,South,-1,-1,-1,5,1,1,0,0,South
18,2,South,-1,-1,-1,6,1,1,0,0,South
18,1,South,-1,-1,-1,7,1,0,1,0,North
18,2,North,-1,-1,-1,6,1,1,0,0,North
18,3,North,-1,-1,-1,5,1,1,0,0,North
18,4,North,-1,-1,-1,4,1,1,0,0,North
18,5,North,-1,-1,-1,3,1,1,1,0,North
18,6,North,-1,-1,-1,2,1,1,0,0,South
18,5,South,-1,-1,-1,3,1,1,1,0,South
18,4,South,-1,-1,-1,4,1,1,0,0,South
18,3,South,-1,-1,-1,5,1,1,0,0,South
18,2,South,-1,-1,-1,6,1,1,0,0,South
18,1,South,-1,-1,-1,7,1,0,1,0,West
17,1,West,-1,-1,-1,6,0,0,1,1,West
16,1,West,-1,-1,-1,7,0,0,1,1,West
15,1,West,-1,-1,-1,8,1,0,0,1,North
15,2,North,-1,-1,-1,7,1,1,0,0,North
15,3,North,-1,-1,-1,6,0,1,0,1,East
16,3,East,-1,-1,-1,5,1,0,1,0,North
16,4,North,-1,-1,-1,4,1,1,0,0,North
16,5,North,-1,-1,-1,3,0,1,1,1,West
15,5,West,-1,-1,-1,4,1,0,1,1,West
14,5,West,-1,-1,-1,5,0,0,1,1,West
13,5,West,-1,-1,-1,6,1,1,0,1,North
13,6,North,-1,-1,-1,5,1,1,0,0,North
13,7,North,-1,-1,-1,4,0,1,1,0,West
12,7,West,-1,-1,-1,5,0,0,1,1,West
11,7,West,-1,-1,-1,6,0,0,1,1,West
10,7,West,-1,-1,-1,7,0,1,1,1,West
9,7,West,-1,-1,-1,8,0,1,1,1,South
9,6,South,-1,-1,-1,9,1,1,0,1,South
9,5,South,-1,-1,-1,10,1,1,1,1,South
9,4,South,-1,-1,-1,11,1,1,0,0,South
9,3,South,-1,-1,-1,12,1,0,1,1,East
10,3,East,-1,-1,-1,11,0,0,1,1,East
11,3,East,-1,-1,-1,10,0,1,1,0,South
11,2,South,-1,-1,-1,11,1,1,0,0,South
11,1,South,-1,-1,-1,12,1,0,1,1,East
12,1,East,-1,-1,-1,11,0,0,1,1,East
13,1,East,-1,-1,-1,10,1,0,1,0,North
13,2,North,-1,-1,-1,9,1,1,0,0,North
13,3,North,-1,-1,-1,8,1,1,0,0,North
13,4,North,-1,-1,-1,7,1,1,0,0,North
13,5,North,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
10,1,East,4,7,6,14,0,0,1,1,East
11,1,East,6,9,8,12,1,0,1,1,North
11,2,North,6,9,6,11,1,1,0,0,North
11,3,North,6,5,6,11,0,1,1,0,West
10,3,West,5,3,5,11,0,0,1,1,West
9,3,West,4,5,5,11,1,0,1,1,West
8,3,West,5,4,5,10,0,1,0,1,East
9,3,East,7,2,3,10,1,0,1,1,East
10,3,East,7,3,3,9,0,0,1,1,East
11,3,East,8,2,5,8,0,1,1,0,West
10,3,West,6,3,3,10,0,0,1,1,West
9,3,West,4,4,3,11,1,0,1,1,West
8,3,West,5,4,2,10,0,1,0,1,East
9,3,East,7,4,-1,10,1,0,1,1,North
9,4,North,7,2,-1,10,1,1,0,0,North
9,5,North,6,2,-1,11,1,1,1,1,North
9,6,North,8,1,-1,12,1,1,0,1,North
9,7,North,8,-1,-1,13,0,1,1,1,South
9,6,South,8,-1,7,13,1,1,0,1,South
9,5,South,8,-1,-1,11,1,1,1,1,South
9,4,South,7,-1,-1,10,1,1,0,0,South
9,3,South,7,-1,-1,9,1,0,1,1,West
8,3,West,7,-1,3,10,0,1,0,1,East
9,3,East,7,-1,3,9,1,0,1,1,East
10,3,East,9,-1,5,9,0,0,1,1,East
11,3,East,9,-1,-1,-1,0,1,1,0,West
10,3,West,9,-1,-1,-1,0,0,1,1,West
9,3,West,8,7,-1,-1,1,0,1,1,North
9,4,North,6,7,-1,-1,1,1,0,0,North
9,5,North,6,7,-1,-1,1,1,1,1,North
9,6,North,6,7,-1,10,1,1,0,1,North
9,7,North,7,9,-1,10,0,1,1,1,West
8,7,West,5,8,10,11,0,0,1,1,West
7,7,West,4,6,11,13,0,0,1,1,West
6,7,West,4,3,-1,13,0,1,0,1,South
6,6,South,2,3,-1,11,1,1,0,0,South
6,5,South,1,1,-1,11,1,1,1,1,West
5,5,West,7,5,-1,12,0,0,1,1,West
4,5,West,-1,-1,-1,12,1,0,1,1,West
3,5,West,-1,-1,-1,14,0,1,1,1,West
2,5,West,-1,-1,-1,14,0,0,1,1,West
1,5,West,-1,-1,-1,15,1,1,0,1,East
2,5,East,-1,-1,-1,15,0,0,1,1,East
3,5,East,-1,3,-1,13,0,1,1,1,East
4,5,East,-1,4,-1,13,1,0,1,1,East
5,5,East,7,-1,11,12,0,0,1,1,East
6,5,East,8,-1,-1,10,1,1,1,1,East
7,5,East,9,7,-1,10,0,0,1,1,East
8,5,East,9,-1,-1,8,0,0,1,1,East
9,5,East,10,-1,5,7,1,1,1,1,East
10,5,East,11,-1,-1,7,1,0,1,1,East
11,5,East,-1,-1,-1,5,0,0,1,0,West
10,5,West,-1,-1,-1,7,1,0,1,1,West
9,5,West,11,-1,-1,9,1,1,1,1,West
8,5,West,-1,-1,-1,11,0,0,1,1,West
7,5,West,9,4,-1,13,0,0,1,1,West
6,5,West,8,-1,-1,13,1,1,1,1,West
5,5,West,7,-1,-1,14,0,0,1,1,West
4,5,West,6,-1,-1,15,1,0,1,1,West
3,5,West,-1,-1,11,17,0,1,1,1,West
2,5,West,4,-1,11,17,0,0,1,1,East
3,5,East,5,-1,10,16,0,1,1,1,East
4,5,East,6,-1,9,15,1,0,1,1,East
5,5,East,-1,-1,7,15,0,0,1,1,East
6,5,East,8,-1,7,14,1,1,1,1,East
7,5,East,9,-1,7,13,0,0,1,1,East
8,5,East,10,-1,-1,11,0,0,1,1,East
9,5,East,10,-1,5,10,1,1,1,1,North
9,6,North,12,7,-1,9,1,1,0,1,North
9,7,North,-1,-1,-1,9,0,1,1,1,East
10,7,East,-1,-1,6,9,0,1,1,1,East
11,7,East,-1,-1,4,7,0,0,1,1,East
12,7,East,-1,-1,5,7,0,0,1,1,West
11,7,West,15,-1,5,8,0,0,1,1,West
10,7,West,14,12,-1,8,0,1,1,1,West
9,7,West,13,11,-1,9,0,1,1,1,West
8,7,West,11,-1,-1,9,0,0,1,1,East
9,7,East,11,11,-1,7,0,1,1,1,East
10,7,East,12,12,-1,7,0,1,1,1,East
11,7,East,14,13,-1,5,0,0,1,1,East
12,7,East,15,-1,-1,3,0,0,1,1,East
13,7,East,15,15,-1,3,0,1,1,0,West
12,7,West,14,14,-1,3,0,0,1,1,West
11,7,West,14,12,-1,4,0,0,1,1,West
10,7,West,12,10,-1,5,0,1,1,1,West
9,7,West,10,10,-1,6,0,1,1,1,West
8,7,West,9,9,-1,8,0,0,1,1,West
7,7,West,8,7,-1,8,0,0,1,1,East
8,7,East,10,8,-1,8,0,0,1,1,East
9,7,East,10,8,6,7,0,1,1,1,East
10,7,East,11,9,-1,7,0,1,1,1,East
11,7,East,11,10,-1,6,0,0,1,1,East
12,7,East,11,11,-1,4,0,0,1,1,East
13,7,East,12,12,-1,4,0,1,1,0,South
13,6,South,12,11,-1,2,1,1,0,0,South
13,5,South,12,11,-1,2,1,1,0,1,East
10,1,East,8,6,5,14,0,0,1,1,East
11,1,East,8,7,5,12,1,0,1,1,East
12,1,East,10,7,6,10,0,0,1,1,East
13,1,East,11,9,8,8,1,0,1,0,North
13,2,North,10,8,6,7,1,1,0,0,North
13,3,North,10,8,5,5,1,1,0,0,North
13,4,North,10,8,3,3,1,1,0,0,North
13,5,North,9,6,3,3,1,1,0,1,East
14,5,East,9,8,4,1,0,0,1,1,East
15,5,East,11,9,4,-1,1,0,1,1,East
16,5,East,11,11,6,-1,0,1,1,1,East
17,5,East,13,13,6,-1,0,0,1,1,East
18,5,East,14,13,7,13,1,1,1,0,North
18,6,North,14,13,8,-1,1,1,0,0,North
18,7,North,16,13,9,-1,0,1,1,0,West
17,7,West,14,12,8,14,0,0,1,1,West
16,7,West,14,11,7,-1,0,0,1,1,West
15,7,West,14,9,7,-1,0,1,0,1,South
15,6,South,14,8,7,-1,1,1,0,0,South
15,5,South,14,6,7,-1,1,0,1,1,West
14,5,West,14,5,6,-1,0,0,1,1,West
13,5,West,14,3,5,-1,1,1,0,1,North
13,6,North,16,4,6,-1,1,1,0,0,North
13,7,North,-1,4,7,10,0,1,1,0,West
12,7,West,-1,3,6,8,0,0,1,1,West
11,7,West,-1,1,5,8,0,0,1,1,West
10,7,West,14,-1,3,-1,0,1,1,1,West
9,7,West,-1,11,3,-1,0,1,1,1,South
9,6,South,12,10,1,-1,1,1,0,1,South
9,5,South,-1,9,-1,4,1,1,1,1,South
9,4,South,-1,-1,-1,2,1,1,0,0,South
9,3,South,9,7,-1,2,1,0,1,1,West
8,3,West,7,-1,-1,-1,0,1,0,1,South
8,2,South,8,5,-1,-1,1,1,0,0,South
8,1,South,-1,-1,-1,-1,1,0,1,1,West
7,1,West,7,-1,-1,-1,0,0,1,1,West
6,1,West,-1,-1,-1,-1,1,0,1,1,West
5,1,West,5,-1,-1,-1,0,0,1,1,West
4,1,West,-1,-1,-1,5,0,0,1,1,West
3,1,West,-1,1,-1,8,1,0,0,1,North
3,2,North,2,-1,-1,8,1,1,0,0,North
3,3,North,2,1,-1,6,1,1,0,1,North
3,4,North,4,2,-1,6,1,1,0,0,North
3,5,North,5,-1,-1,7,0,1,1,1,West
2,5,West,3,4,-1,7,0,0,1,1,West
1,5,West,2,3,-1,7,1,1,0,1,South
1,4,South,2,3,7,7,1,1,0,0,South
1,3,South,-1,3,5,9,1,1,0,0,South
2,6,East,6,5,14,14,0,0,1,1,East
3,6,East,5,5,14,13,0,0,1,1,East
4,6,East,3,3,14,12,0,0,1,1,East
5,6,East,4,1,12,10,0,0,1,1,East
6,6,East,5,-1,12,8,0,0,1,1,East
7,6,East,7,-1,11,8,0,1,1,1,East
